"text","tipo","sensibile"
"Jesus was Middle Eastern and really the colour of his skin is important why He is the saviour of the world born as a such dying and resurrected in order that we can have the relationship with God that was broken in the garden by sin",6,1
"The bible literally references Ethiopia the kings James is just a translation i swear",6,0
"The #Parable of the #Sheep and #Goats (Matt 25:31-46)
, 
#Bible  #bibleverse #Video #BibleStudy #lectiodivina #Jesus #Faith #Christian #SundayMorning #Believe #JesusChrist #goodworks #BibleVerseForToday #BibleVerses #SundayThoughts #BibleVerses #Christianity",6,1
"The Amaras Cathedral is located in Artsakh (NK). It is a monument of Armenian apostolic church found un 4th century AD by St. Gregory the Enlightener.
#AtrsakhIsArmenia
#StopAzerbaijaniAggression 
#StopAzeriWarCrimes
#PeaceforArmenians , ",6,0
"NOW PLAYING: Faithful Is Our God - Hezekiah Walker » LISTEN NOW at ,  #Live365 #GospelMusic #GospelRadio #BGRLive
 » Get this song: ,  , ",6,0
"Is she Referring Diwali as Khusi and Bakri-Eid as Nafrat?
Such hatred for a Muslim festival won't be accepted 
I condemn this Tweet ! 
Shame! , ",6,1
"Better to just create history or make something out of yourself

No matter how long it takes... Let GOD/JESUS take control

The spirit of the lord—even if we don’t feel or notice god/Jesus will always be in the heart",6,1
"We all with you..may allah bless you  long live🌈
#Impose302InSSRCase , ",6,1
"Muslim hi all will jutify",6,0
"Because Jesus would definitely support someone who defrauded thousands of students who cheated on his wife while pregnant with a porn star who lied to the IRS and banks who increased drone strike in the middle east That s the kind of christian we all should be right",6,1
"I am a firm believer that religion has done more harm to humanity than good Hindus and Muslims can follow their respective religion but I don’t see any reason to compare one with the other",6,1
"Why tweet about someone you don’t believe exist I agree don’t push religion on anyone but also don’t joke around about someones religion",6,0
"“He stands for Christians, He hates abortion”

 You thinking that’s enough to be a Christian? No 😆",6,1
"There s one section in here about definitions Seems like they want to lump atheism in as a belief like all other religious beliefs Unless I ve not read it right",6,0
"It's Day 19 of the Ang Dating Daan Live Mass Indoctrination! 

Let's continue studying the doctrines of the Lord Jesus Christ written in the Holy Scriptures.

Happening at 7 p.m. Philippine Time.

#PureDoctrinesOfChrist",6,1
"Then have a nice sleep unnie Dont forget to pray before falling asleep",6,0
"Lord lead me to follow your path in the Mighty name of Jesus Christ AMEN",6,1
"No because only Muslim sensitivities matter stupid And what about Christian sensitivities toward the blaspheming through the denial of Jesus being the son of God According to Christians Islam is a blasphemy Muslim should be more sensitive to this point 🤦🏻‍♂️",6,0
"The fear of the lord is the beginning of wisdom in all you do or say  either secretly or openly fear God.",6,0
"Lord, You do not change. You are the same mighty, powerful, loving, and merciful God You have always been. Please help me to find hope and rest in the fact that You do not change. Amen. ,  , ",6,1
"Govenor like Christ said in John ch5 31 47 Many catholics or religious are social catholics only They have never seen God face to face or heard his voice So they don t have Gods message in their hearts Because they don t believe in the one God sent",6,1
"No one is neutral Everyone is pushing their views Some have views that they shouldn t push their views which is still pushing their views If this man believes his religion can save another person wouldn t it be wrong not to try to convert others and let them be damned",6,0
"“Possibilities and Impossibilities: God is in Control – not Atheists” Read More: ,  #PureDoctrinesOfChrist",6,0
"People will see God in us by the fruit we bear. 

As Christians, we should be so full of love and light that people are drawn to the Gospel.

Many Christians have forgotten about love. When you seek God’s face, you see how He loves &amp; you begin to love as He loves.",6,1
"What demographic should they be looking out for Priti Terror arrack by who Hindus Buddhists Christians Jews Sikhs Baha’is Shintos Atheists oh wait 🤔",6,0
"KJB Quotes40 InMe Because of the evil spirit of hatred controlling your mind you come up with your own opinions When you should have asked your Loving Father to tell you",6,1
"If these are Christian folks and they expext god to change marks on paper AND the marks do NOT change do they change gods",6,0
"Please y'all help me find Ghana Jesus
I'm John the Baptist I have a prophecy about him",6,1
"(Acts 29:25267)  PRAYING, DEMON RESURRECTING which they learned how to do in the Devil's ""lying"" Church of Christ of Satan witchcraft sorcery EXCLUSIVE WHITE PEOPLE ""cult"" of demon worshipers, invoking conjuring demons in Church out of their complete and total IGNORANCE OF GOD,",6,1
"Close minded catholics will really discriminate how i worship God, come on i worship my own way, just because i don't worship the same as you doesn't mean i'm less of a catholic than it is.",6,1
"I ve noticed nonbelievers can t take those christians seriously who don t wish trump to lose Even they see how immoral his talks and actions are",6,0
"HELLO LESBIANS..... COME HERE U ARE ALL SO COOL",7,1
"creosote reality Humans can t change sex It is cruel and misleading to use language that would suggest otherwise when speaking to vulnerable people Compassion and coddling are not the same thing",7,1
"happy #InternationalLesbianDay to trans lesbians and he/him lesbians especially!!!! you are wonderful and i love you!!!!",7,1
"in honor of lesbian day u should follow me the coolest lesbian on twitter dot com",7,1
"Why is every mf on twitter bi

I know its double the chances but still god damn",7,0
"Pretty sure Bi Pan lesbians exist off Twitter too",7,0
"Yo I love the dark and light academica aesthetic but I keep buying these striped ribbed closeted bisexual shirts.- girl buy a sweater vest- stop trying to be a part of bi girl fall what the heck",7,0
"tw // transphobia genitalia 

can we stop asking enby and trans ppl whats in their pants.... pls",7,0
"happy lesbian day to her , ",7,1
"just because your lgbtq+ and that makes you a minority does NOT mean that you struggle as much as pocbefore y'all get mad I'm bi and trust me we do not face struggles as much as poc.",7,1
"luvs music Tell that to the police I’m sure if pulled over they won’t she’s Bi racial",7,1
"#wontdiewaiting is the truest expression of the 'woke' individualistic spoilt narcissism at the heart of this modern obsession with gender identity.",7,0
"Annette is bi though she may only be into Mercedes as far as women go , ",7,1
"someone can literally tell me they don’t see me like that and I’ll just keep falling in love 🤡🤡🤡",7,0
"for oppression to exist there needs to be a power dynamic lesbians and trans women can't oppress cis bi women cuz we are not in a position of power over you",7,0
"Perhaps Man, as identity and sexual difference, calls forth the capacity to be imagined as without Lack.

I would suggest, then, a reading of Man as that which, in gender, performs a refusal and negation of the signifiers of Lack (S(ϕ)).",7,0
"12 year olds cannot “have sex”—they are way below the age at which society has decided they can make a remotely reasoned decision to consent to sexual activity 12yos having sex happen to them whether they think they consent in NO WAY means that they “understand” sex amp sexuality",7,0
"jolley Ehrhardt seminar today was brilliant on Mary Magdalene and sexual violence Excellent discussion of how interpretation can be sexual violence and reception history of both Magdalene and women s sexuality Thank you for a great paper",7,0
